mekan,tur,website,kaynak,kalem_sayisi,medyan_fiyat
Juan Valdez Coffee,cafe,https://www.juanvaldezcoffee.com.tr,js,0,
Juicery,cafe,https://juicery.bademsoft.com,js,0,
Juliet,restaurant,http://www.julietistanbul.com,js,0,
Just Pizza Gayrettepe,restaurant,https://www.justpizzatr.com,js,0,
K-Tea Chinese Dim Sum Cafe,cafe,https://k-tea.cafe,js,0,
Kabadayı Burger,restaurant,https://www.yemeksepeti.com,js,0,
Kadi Nimet Balıkçılık,restaurant,https://www.kadinimet.com,js,0,
Kaffa Miro,cafe,https://kaffamiro.com,js,0,
Kaffee Schütz,cafe,https://www.kaffeeschutz.com,js,0,
Kaffee Schütz,cafe,https://www.kaffeeschutz.com,js,0,
Kaffee Schütz,cafe,https://www.schutz.com.tr,js,0,
Kaffee Schütz,cafe,https://www.kaffeeschutz.com,js,0,
Kaffee Schütz,cafe,https://www.kaffeeschutz.com,js,0,
Kafka Kafe,cafe,https://eksisozluk.com,js,0,
Kahve Deryasi,cafe,https://kahvederyasi.com.tr,js,0,
Kahve Dünyası,cafe,https://www.kahvedunyasi.com,html,12,350.00
Kahve Dünyası,cafe,https://www.kahvedunyasi.com,html,12,350.00
Kahve Dünyası,cafe,https://www.kahvedunyasi.com,html,12,350.00
Kahve Dünyası,cafe,https://www.kahvedunyasi.com,html,12,350.00
Kahve Dünyası,cafe,https://www.kahvedunyasi.com,html,12,350.00
Kahve Dünyası,cafe,https://www.kahvedunyasi.com,html,12,350.00
Kahve Dünyası,cafe,https://ataturkkitapligi.ibb.gov.tr,js,0,
Kahve Dünyası,cafe,https://www.kahvedunyasi.com,html,12,350.00
Kahve Dünyası,cafe,https://kahvedunyasi.com,html,12,350.00
Kahve Limanı,cafe,https://kahvelimani.com.tr,js,0,
Kahvely,cafe,https://kahvely.com.tr,js,0,
Kalamissia,cafe,https://www.kalamissia.com,js,0,
Kalarmaria,restaurant,https://www.kadyagrup.com.tr,js,0,
Kalbur,restaurant,https://kalburet.com,js,0,
Kale Café,restaurant,http://kalecafe.com,js,0,
Kalpazankaya Restaurant,restaurant,https://www.kalpazankaya.com.tr,js,0,
Kalpazankaya Restaurant,restaurant,https://www.kalpazankaya.com.tr,js,0,
Kanaat Lokantası,restaurant,http://www.kanaatlokantasi.com.tr,js,0,
Kanatçı Haydar,restaurant,http://www.kanatcihaydar.com.tr,js,0,
Karabatak,cafe,https://karabatak.com,woo,84,1000.00
Karafırın,cafe,https://www.karafirin.com.tr,js,0,
Karaköy Lokantası,restaurant,http://www.karakoylokantasi.com,js,0,
Kardesler Kebap & Cafe,restaurant,http://kardeslercihangir.com,html,9,625.00
Karkas Ocakbaşı,restaurant,https://www.karkasocakbasi.com,js,0,
Kasap İstanbul,restaurant,https://www.istanbulkasabi.com.tr,js,0,
Kasis Cafe & Lounge,cafe,https://kasiscafe.qr.menulux.com,js,0,
Katibim,cafe,https://www.katibim.com.tr,js,0,
KAVACOFFEE,cafe,https://kavacoffeeroasting.com,html,7,650.00
Kavurmacı Efe Kemal,restaurant,https://kavurmaciefekemal.com.tr,js,0,
Kayseri Mutfağı,restaurant,https://www.kayserimutfagi.com,js,0,
Kayseri Mutfağı,restaurant,https://www.kayserimutfagi.com,js,0,
Kayseri Mutfağı,restaurant,https://www.kayserimutfagi.com,js,0,
Kayseri Mutfağı,restaurant,https://www.kayserimutfagi.com,js,0,
Kebab Dünyası Cafe&Restaurant,restaurant,https://restaurantguru.com,js,0,
Kebap Hocası,restaurant,https://www.kebaphocasi.com,woo,55,580.00
Kebapçı İskender,restaurant,https://iskenderiskenderoglu.com.tr,js,0,
Ken Sushi,restaurant,http://www.kensushiandmore.com,js,0,
Kernel Coffee Roasters,cafe,https://kernelcoffee.co,js,0,
Kevok Ocakbaş,restaurant,http://tunnelmedya.com,js,0,
Keyf-i Ala kokoreç,restaurant,https://keyfialakokorec.com,js,0,
KFC,fast_food,https://www.kfcturkiye.com,js,0,
Khalkedon Fenerbahçe,restaurant,https://fenerbahcemenu.khalkedon.com,js,0,
Kilimli Tesisleri Restaurant Cafe Beach,restaurant,http://www.kilimlitesisleri.com,js,0,
Kilisli Ömer Usta,restaurant,https://www.yemeksepeti.com,js,0,
Kiraz Cafe & Pastane,cafe,https://www.kirazpasta.com.tr,js,0,
Kirpi Cafe,cafe,https://restaurantguru.com,js,0,
Kirpi Café Erenköy,cafe,https://www.zomato.com,js,0,
Kirpi Kafe,cafe,http://www.kirpicafe.com,js,0,
Kiss The Frog Seafood Brasserie,restaurant,https://kissthefrog.com.tr,js,0,
Klar Coffee,cafe,https://m.facebook.com,js,0,
Klar Coffee Co,cafe,https://www.klarcoffee.com,html,7,650.00
Kokoa,cafe,https://www.kokoa.com.tr,js,0,
Komagene,fast_food,https://www.komagene.com.tr,js,0,
Komagene,fast_food,https://www.komagene.com.tr,js,0,
Komagene,fast_food,https://www.komagene.com.tr,js,0,
Komagene,fast_food,https://www.komagene.com.tr,js,0,
Komagene,fast_food,https://www.komagene.com.tr,js,0,
Komagene,fast_food,https://www.komagene.com.tr,js,0,
Komün,restaurant,https://www.komunistanbul.com,js,0,
Konya Mevlana,restaurant,https://www.konyamevlana.com.tr,js,0,
konyamevlana.con,cafe,https://konyamevlana.com,js,0,
Koska,cafe,https://www.koska.com,js,0,
Kot Sıfır Mekan,cafe,https://kot0.com,js,0,
Koço,restaurant,https://www.kocorestaurant.com,js,0,
Krispy Kreme,fast_food,https://www.krispykreme.com.tr,js,0,
Kristal Büfe Caddebostan,fast_food,https://kristalbufe.com.tr,js,0,
Kronotrop,cafe,https://www.kronotrop.com.tr,js,0,
Kronotrop,cafe,https://www.kronotrop.com.tr,js,0,
Kronotrop,cafe,https://www.kronotrop.com.tr,js,0,
Kronotrop Caddebostan,cafe,https://www.kronotrop.com.tr,js,0,
Kronotrop Caddebostan Grove,cafe,https://www.kronotrop.com.tr,js,0,
Kronotrop Cihangir,cafe,https://www.kronotrop.com.tr,js,0,
Kronotrop Coffee,cafe,https://www.kronotrop.com.tr,js,0,
Kronotrop Topağacı,cafe,https://www.kronotrop.com.tr,js,0,
Kukis,cafe,https://kukis.com.tr,js,0,
Kukis,cafe,https://kukis.com.tr,js,0,
Kuru Fasulyeci Süleyman,restaurant,https://www.kurufasulyecisuleyman.com,js,0,
Kurukahveci Fuat bey,cafe,https://www.kurukahvecifuatbey.com,js,0,
Kuruçeşme Balık,restaurant,https://kurucesmebalik.com,js,0,
Kuruçeşme Kahvesi,cafe,https://www.kurucesmekahvesi.com.tr,js,0,
Kus Yuvasi Pera,cafe,https://instagram.com,js,0,
Kuzen Beer,bar,http://cciqrmenum.com,js,0,
Kuzeyin Sofrası,restaurant,https://www.yemeksepeti.com,js,0,
Kuzguncuk Burger Cafe,restaurant,https://www.kuzguncuksteakhouse.com,js,0,
Kuğu Pastanesi,restaurant,https://www.kugupastaneleri.com,html,11,950.00
Köfteci Yusuf,restaurant,https://www.kofteciyusuf.com,js,0,
Köfteci Yusuf,restaurant,https://kofteciyusuf.com,js,0,
Köfteci Yusuf,restaurant,https://www.kofteciyusuf.com,js,0,
Köfteci Yusuf,restaurant,https://www.kofteciyusuf.com,js,0,
Köfteci Yusuf,restaurant,https://kofteciyusuf.com,js,0,
Köprüaltı,restaurant,http://koprualti.kim,js,0,
Kör Agop,restaurant,http://www.koragop.com,js,0,
Köyüm Köfte,restaurant,https://www.koyumkofte.com.tr,js,0,
Köyüm Pide,restaurant,https://www.koyumpide.com,js,0,
Köşebaşı,restaurant,https://www.kosebasi.com,js,0,
Köşebaşı,restaurant,https://kosebasi.com,js,0,
Köşem Karadeniz Pide,restaurant,http://kosempide.com,js,0,
Küçük Ev,restaurant,https://www.kucukev.com,js,0,
Küçük Ev,restaurant,https://www.kucukev.com,js,0,
Küçük Çamlıca Köşkü,restaurant,https://www.beltur.istanbul,html,1,600.00
Küçüksu Kasrı Kafe,cafe,https://www.zomato.com,js,0,
Kırk Fırın,restaurant,https://www.kirkfirin.com.tr,js,0,
Kırıntı,restaurant,https://www.kirinti.com.tr,js,0,
Kırıntı Cafe Bar,bar,https://kirinti.com.tr,js,0,
Kız Kulesi,restaurant,https://www.geziyerler.com,js,0,
Kızıltoprak Dürümcüsü,restaurant,https://www.tripadvisor.com.tr,js,0,
Lagos,restaurant,https://www.tuzlagos.com,js,0,
Lahmacun Dükkani,restaurant,http://lahmacundukkani.com,js,0,
Lalezar Meyhanesi,restaurant,https://www3.hilton.com,js,0,
Le Bar,bar,https://www.shangri-la.com,js,0,
Le Pain Quotidien,cafe,https://www.lepainquotidien.com,js,0,
Le Pere Bistrot,restaurant,https://www.instagram.com,js,0,
Le'Mejnun Ocakbaşı,restaurant,https://mejnunocakbasi.com,js,0,
Leb-i derya,restaurant,http://lebiderya.com,js,0,
Lebon,cafe,http://www.lebonpastanesi.com,js,0,
Levent Börek,restaurant,https://www.leventborek.com.tr,js,0,
Lil bake,cafe,https://qr.finedinemenu.com,js,0,
Limonluk Cafe - Dolmabahçe Sarayı/Palace,bar,https://msi.projects-tr.com,js,0,
Linz Coffee,cafe,https://linz.coffee,js,0,
Lipari,restaurant,https://www.arnavutkoylipari.com,js,0,
Little Caesars,fast_food,https://www.littlecaesars.com.tr,js,0,
Lokanta by Divan,restaurant,https://www.divan.com.tr,js,0,
Lokanta Safderun,restaurant,https://lokantasafderun.com,js,0,
Loxxi Brasserie,pub,https://www.loxxi.com.tr,js,0,
Lu Gelato,ice_cream,https://www.lugelato.com,js,0,
Lu Gelato Beylikdüzü,cafe,https://https:,js,0,
Lucca,bar,https://luccastyle.com,js,0,
Lucio Coffee,cafe,https://luciocoffee.com.tr,js,0,
Lumo,cafe,https://www.yemeksepeti.com,js,0,
Lunchbox,restaurant,https://www.cookshop.com.tr,js,0,
Luuq Coffee Beylikdüzü Migros Avm,cafe,https://luuqcoffee.com,js,0,
M-Point Cafe and restaurant,restaurant,https://www.m-point.com.tr,js,0,
Mabel Çikolata,cafe,https://www.mabel.com.tr,js,0,
Mado,cafe,https://mado.com.tr,js,0,
Mado,cafe,https://mado.com.tr,js,0,
Mado,cafe,https://mado.com.tr,js,0,
Mado,cafe,https://mado.com.tr,js,0,
Magnolia,cafe,https://www.magnoliashop.com.tr,js,0,
Magnolia Shop,cafe,https://magnoliashop.com.tr,js,0,
Magnolia Shop Coffee,cafe,https://www.magnoliashop.com.tr,js,0,
Mahmiye,restaurant,http://mahmiye.com,js,0,
Mahmut Bey Döner,restaurant,https://mahmutbeydoner.com,js,0,
Maltepe Belediyesi Seyirtepe Sosyal Tesisleri,restaurant,https://maltepematas.com.tr,js,0,
Mama Bowl Kozyatağı,restaurant,http://mamabowl.net,js,0,
Mamabowl,fast_food,https://www.mamabowl.net,js,0,
MANDI SEBAM,restaurant,https://www.mandisebam.com,js,0,
MANDI SEBAM,restaurant,https://www.mandisebam.com,js,0,
Mankind,cafe,https://www.mankindcoffee.com,html,152,345.00
Mantımia,restaurant,https://www.mantimia.com,js,0,
Manzaram Eyüpsultan,restaurant,https://esbas.bel.tr,js,0,
mare mosso caffè e vendite,cafe,https://qr.menufay.com,js,0,
Marmara Aile Çay Bahçesi,cafe,https://www.zomato.com,js,0,
Marmaris Büfe,cafe,https://www.marmarisbufe.com.tr,js,0,
Marmaris Büfe,fast_food,https://www.marmarisbufe.com.tr,js,0,
Maroof,restaurant,https://www.maroof.com.tr,js,0,
MASAL BAHÇE,cafe,http://www.masalbahce.com.tr,js,0,
Matters Suadiye,restaurant,https://matters.com.tr,js,0,
Mavi Balık,restaurant,https://www.mavibalik.com,js,0,
MAYBE,cafe,https://www.maybe.com.tr,js,0,
Maydonoz Döner,restaurant,https://maydonozdoner.com,js,0,
Maydonoz Döner,fast_food,https://maydonozdoner.com,js,0,
McDonald's,fast_food,https://www.mcdonalds.com.tr,js,0,
McDonald's,fast_food,https://www.mcdonalds.com.tr,js,0,
McDonald's,fast_food,https://www.mcdonalds.com.tr,js,0,
McDonald's,fast_food,https://www.mcdonalds.com.tr,js,0,
McDonald's,fast_food,https://www.mcdonalds.com.tr,js,0,
Mecitin Antakya Mutfağı,restaurant,https://mecitinantakyamutfagi.com,html,34,400.00
Meet Lab Coffee,cafe,https://www.meetlabcoffee.com,html,1,250.00
Melbs burger,fast_food,http://www.melbsburger.com,js,0,
Memnun Döner,restaurant,http://www.memnundoner.com,js,0,
Menemenci Haydar Çakallı Menemeni,restaurant,https://menemencihaydar.com,woo,54,200.00
Mercezir Plus,cafe,https://www.medcezirplus.com,js,0,
Mersinli Ciğerci Ahmet Usta,restaurant,https://mersinlicigerciahmet.com.tr,js,0,
Mert Yemek,restaurant,https://mertyemek.net,js,0,
Metet,restaurant,https://metetdoner.com,js,0,
Metet Közde Döner,restaurant,https://metetdoner.com,js,0,
Metet Közde Döner,restaurant,https://metetdoner.com,js,0,
Mezze House,restaurant,https://www.zomato.com,js,0,
Meşale Cafe,cafe,https://mesalecafe.net,js,0,
Meşe Ağacı Pasta & Cafe,cafe,https://yorumlartr.com,js,0,
Meşhur Beşiktaş Köftecisi,fast_food,http://besiktaskoftecisi.com,js,0,
Meşhur Rumeli Pilavcısı,restaurant,https://www.meshurrumelipilavcisi.com.tr,js,0,
Midpoint,cafe,https://midpoint.com.tr,js,0,
Midpoint,restaurant,https://www.midpoint.com.tr,js,0,
Midpoint,restaurant,https://www.midpoint.com.tr,js,0,
Midpoint,restaurant,https://www.midpoint.com.tr,js,0,
Mien Coffee,cafe,https://www.miencoffee.com,js,0,
Millet Sofrası,restaurant,http://milletsofrasi.com,js,0,
Minder 1871 Cafe Nargile,cafe,https://www.minder1871.com,js,0,
Minoa City's Istanbul,cafe,https://minoa.com,html,6,736.14
Minoa Village,restaurant,https://minoa.com,html,6,736.14
Mis Adana,restaurant,https://www.misadana.com,html,8,400.00
Misina,restaurant,https://www.misina.com.tr,html,1,450.00
Misk Floral Cafe,cafe,https://www.miskistanbul.com,js,0,
Miss Pizza Şişhane,restaurant,http://www.misspizza.com.tr,js,0,
Mivan,cafe,http://mivan-restaurant-cafe.bisiness.site,js,0,
Mizah Kafe,cafe,https://www.mizahkafe.com,js,0,
Mizu,cafe,https://www.mizu.ist,js,0,
MOC Coffee Roastery,cafe,https://moc.com.tr,js,0,
MOC Osmanbey,cafe,http://mocosmanbey.site,js,0,
MOC Teşvikiye,cafe,https://moc.com.tr,js,0,
Moda Çikolatacısı,cafe,https://modacikolatacisi.com,js,0,
Mojo,restaurant,http://www.mojolounge.com.tr,js,0,
Molka,cafe,https://www.molkacafe.com,js,0,
Moni Restoran Cafe,restaurant,https://qr.finedinemenu.com,js,0,
Monstera Coffee Company,cafe,https://menum.co,html,2,2000.00
MOOD Coffee & Eatery,cafe,https://www.sayobooksandcoffee.com,js,0,
Morello Cafe,restaurant,https://morellocafe.com,js,0,
Morn,cafe,http://www.mornkadikoy.com,js,0,
Moston Cafe Restoran,restaurant,https://www.mostononline.com,html,182,193.90
Mr. Hamza,fast_food,https://mrhamza.net,js,0,
mrJADE Italy İstanbul,restaurant,https://mrjadeitaly.com,js,0,
MSA,restaurant,https://www.sakipsabancimuzesi.org,js,0,
Mugera Moda,cafe,https://www.instagram.com,js,0,
Muhayyel Cafe,cafe,https://muhayyel.com,js,0,
Muhlama Karadeniz Mutfağı,restaurant,https://www.muhlama.com.tr,js,0,
Muhtar,pub,https://www.themuhtar.com.tr,js,0,
Murat İskender,restaurant,http://www.muratiskender.com,js,0,
Murat Kebap,restaurant,https://muratkebap.dijital.menu,js,0,
Mutfak Dili Ev Yemekleri,restaurant,http://www.mutfakdili.biz,js,0,
Mutfak Koz,restaurant,https://mutfakkoz.com,html,43,580.00
muutto,cafe,https://www.muutto.com.tr,js,0,
My Home Döner,fast_food,https://www.myhomedoner.com,js,0,
Myra Çikokata Evim,cafe,https://myracikolata.com.tr,js,0,
Müptela Kahvaltı Brunch,restaurant,https://muptelakahvalti.com,html,14,280.00
Müsaade Meyhane,restaurant,https://musaademeyhane.com,js,0,
MÜÜS Coffee,cafe,https://www.muuscoffee.com,html,4,849.00
Nakkaş Kebap,restaurant,https://nakkaskebap.com,js,0,
Nalia Karadeniz Mutfağı,restaurant,https://www.nalia.com.tr,js,0,
Nebras,restaurant,https://www.nebrasyemekmarket.com,js,0,
Nebyan,restaurant,https://nebyandogal.com,html,17,286.25
Nelipide,restaurant,https://www.nelipide.com,js,0,
Nello's,restaurant,https://www.tripadvisor.com,js,0,
Neolokal,restaurant,https://www.neolokal.com,js,0,
Nevada Coffee,cafe,https://nevadacoffee.co,js,0,
Nevada Coffee,cafe,https://nevadacoffee.co,js,0,
Nevada Coffee,cafe,https://nevadacoffee.co,js,0,
Nevale Mutfak,restaurant,https://nevalemutfak.dijital.menu,js,0,
Nevmekan Bağlarbaşı,cafe,https://tesislerimiz.uskudar.bel.tr,js,0,
Nevmekan Kuzguncuk,cafe,https://tesislerimiz.uskudar.bel.tr,js,0,
Nevmekan Sahil,cafe,https://tesislerimiz.uskudar.bel.tr,js,0,
Nevmekan Selimiye,cafe,https://tesislerimiz.uskudar.bel.tr,js,0,
New Frank's Hot Dog,fast_food,https://newfranks.com,woo,6,50.00
Newcastle Pub with Restaurant,pub,https://newcastle.com.tr,js,0,
Nezih Dokuz Ondokuz,restaurant,https://dokuzondokuz.com,js,0,
Nezih Kebap-Yuvalama,restaurant,https://www.nezihkebap.com,js,0,
Niwa,restaurant,https://www.niwachinesesushi.com,js,0,
Nizam Pide,restaurant,https://www.nizampide.com,js,0,
No1 Culinaria,cafe,https://no1firin.com,js,0,
No:19 Dining,restaurant,http://no19dining.com,js,0,
Noodle House,restaurant,https://www.noodlehouse.com.tr,js,0,
Noodle House,fast_food,https://www.noodlehouse.com.tr,js,0,
Nostalji Cafe & Restaurant,restaurant,https://nostaljiotel.com,js,0,
Novas Hagiasophia,restaurant,https://www.tripadvisor.fr,js,0,
Noxus Chocolate & Coffee,cafe,https://noxuschocolate.com,js,0,
NumNum,restaurant,https://numnum.com.tr,js,0,
Nupera,restaurant,http://www.nupera.com.tr,js,0,
Nuvo Fırın & Cafe,cafe,https://nuvofirin.com.tr,js,0,
Olden 1772,restaurant,https://olden1772.com,js,0,
Oligark İstanbul,restaurant,https://oligarkistanbul.com,js,0,
Olio Cafe & Restaurant,cafe,https://oliobrasserie.qrmenu.web.tr,js,0,
Olivia's Pizzeria,restaurant,http://www.olivi.as,js,0,
OMBOR,cafe,https://www.omborkafe.com.tr,js,0,
Ono Restaurant,restaurant,https://onorestoran.com,js,0,
OnurBalaban,restaurant,https://www.balabanvedatusta.com,js,0,
Ora Coffee,cafe,https://oracoffee.co,js,0,
Orient Express Restaurant,restaurant,https://www.orientexpressrestaurant.net,js,0,
Orman Cafe & Restaurant,restaurant,https://www.ormancafe.net,js,0,
Ortaklar Kebab Lahmacun,restaurant,https://wa.me,js,0,
Ortax Hobi Evi ve Cafe,cafe,https://ortaxhobievi.com,js,0,
Oses Çiğ Köfte,fast_food,http://www.osescigkofte.com,js,0,
Oses Çiğ Köfte,fast_food,https://www.oses.com.tr,js,0,
Oses Çiğköfte,fast_food,https://www.oses.com.tr,js,0,
Oses Çiğköfte,fast_food,https://www.oses.com.tr,js,0,
Osmanlı Kahvecisi,cafe,https://guley.co,js,0,
Otantik,restaurant,https://www.otantikcaferestaurant.com,js,0,
Otto Cihangir,restaurant,http://www.ottotr.org,js,0,
Panayır Gourmet Cafe,cafe,https://panayirgourmet.com,html,21,330.00
Pandeli,restaurant,https://www.pandeli.com.tr,js,0,
Panorama34 Cafe & Restaurant,restaurant,https://panorama34cafe.com,js,0,
Papa John's,fast_food,https://www.papajohns.com.tr,html,130,449.99
Papa John's,fast_food,https://www.papajohns.com.tr,html,130,449.99
Paper Roasting Coffee & Chocolate,cafe,https://paperroastingcoffee.com,js,0,
Pardon Boulangerie,cafe,https://pardonboulangerie.com.tr,js,0,
Park Balık Çekmeköy,restaurant,https://www.parkbalikcekmekoy.com,js,0,
Patlıcan Cafe & Ev Yemekleri,restaurant,https://patlicancafe.com,js,0,
Paula,cafe,https://www.humaliva.com,woo,11,14.00
Paysage,restaurant,https://kalamispaysage.com,js,0,
Paçacım,restaurant,https://www.pacacim.com,html,23,460.00
Paşahan Künefe,restaurant,https://pasahankunefe.com,js,0,
Paşalimanı Kafe,cafe,https://tesislerimiz.ibb.istanbul,js,0,
Pechko Moda,cafe,https://> https:,js,0,
Pelikan Balık & Restaurant,restaurant,https://pelikanbalik.com,js,0,
PenCR Güzelyalı Sosyal Tesisleri,restaurant,https://www.pentas.istanbul,js,0,
PenCR Koru,restaurant,https://pentas.istanbul,js,0,
Pera 77,bar,https://pera77.com.tr,js,0,
Pera's Coffee,cafe,https://thegoldenperashotel.com,js,0,
Petra Roasting Co.,cafe,https://www.petracoffee.com,html,8,3850.00
Petra Roasting Co.,cafe,https://www.petracoffee.com,html,8,3850.00
Peyra Gelato,ice_cream,https://www.peyragalata.com,js,0,
Peçka Et & Mangal Kahvaltı,restaurant,http://peckamangalbasi.com,js,0,
Pide Ban,restaurant,https://www.pideban.com.tr,js,0,
Pide Nova,restaurant,http://www.novapide.com,js,0,
Pidem,restaurant,https://pidem.com.tr,js,0,
Pidepark,fast_food,https://yemeksepeti.com,js,0,
Pilavcı İslam Usta,restaurant,https://www.pilavciislamusta.com,js,0,
Pizeria Quattro,restaurant,https://pizzeriaquattro.com,js,0,
Pizza Bulls,restaurant,https://www.pizzabulls.com,html,9,690.00
Pizza Hut,restaurant,https://www.pizzahut.com.tr,js,0,
Pizza Lazza,fast_food,https://www.pizzalazza.com.tr,js,0,
Pizza Lazza,restaurant,https://www.pizzalazza.com.tr,js,0,
Pizza Lazza Kazasker,fast_food,https://www.pizzalazza.com.tr,js,0,
Pizza Locale,restaurant,https://www.pizzalocale.net,js,0,
Pizza Pieza by Divan,restaurant,https://www.divan.com.tr,js,0,
Pizza Rucola,restaurant,https://www.pizzarucola.com,js,0,
Pizza V,restaurant,https://v.pizza,js,0,
Pizzabulls,fast_food,https://www.pizzabulls.com,html,9,690.00
PizzaTeo,restaurant,https://www.pizzateo.com.tr,js,0,
Pizzeria Al Dente,fast_food,http://pizzeriaaldente.com,js,0,
Pizzeria Il Pellicano,restaurant,https://www.pizzeriailpellicano.com,html,29,24.00
Pizzeria Pera,restaurant,https://www.pizzeriapera.com,js,0,
Plevne Kahvesi,cafe,https://plevnekahvesi.com,js,0,
Popeyes,fast_food,https://www.popeyes.com.tr,js,0,
Popeyes,fast_food,https://www.popeyes.com.tr,js,0,
Poppin’ Bubble Tea & Coffee,cafe,https://www.poppinbubbletea.com,js,0,
Postane Cafe,cafe,https://postane.co,js,0,
Poyraz Balık,restaurant,https://poyrazbalik.com,js,0,
Poyraz Sahil Balık Restaurant,restaurant,https://www.poyrazsahilbalik.com,js,0,
Poyraz Sahil Balık Restaurant,restaurant,https://www.poyrazsahilbalik.com,js,0,
Premium Dem Hotel,restaurant,https://demhotelpremium.com,js,0,
Primos De Colombia,cafe,https://www.primosdecolombia.com,js,0,
Privato Cafe,restaurant,http://privatocafe.com,js,0,
Probador Colectiva,cafe,https://www.probadorcolectiva.com,js,0,
Pug coffee,cafe,https://www.pugcoffee.co,js,0,
Pyrgos Otel Restaurant,restaurant,https://pyrgosotelrestaurant.com,js,0,
Rafine Espresso Bar,cafe,https://www.rafineespressobar.com,js,0,
Ranchero Mexican Restaurant,restaurant,https://www.ranchero.com.tr,js,0,
Razaki,restaurant,https://restaurantguru.com,js,0,
Restohan,restaurant,https://www.restohan.net,js,0,
Revma Balık,restaurant,https://www.revmabalik.com,js,0,
Reyhun Iranian Restaurant,restaurant,https://www.iranyemekleri.com,js,0,
Rice House,restaurant,https://www.ricehousee.com,js,0,
Ringa Sea Food,restaurant,https://ringaseafood.com,js,0,
Rise & Shine,cafe,https://www.zomato.com,js,0,
Roofstar Bosphorus,fast_food,https://www.roofstarbosphorus.com,js,0,
Roofstar Bosphorus,fast_food,https://www.roofstarbosphorus.com,js,0,
Root'inn,cafe,https://www.instagram.com,js,0,
Rossi,restaurant,https://www.rossisuadiye.com,js,0,
Route Burger House Karaköy,fast_food,https://www.yemeksepeti.com,js,0,
Roxy Bar,bar,https://roxy.com.tr,woo,5,90.00
RTR80 Retro Burger,fast_food,https://www.facebook.com,js,0,
RUB,restaurant,https://www.tripadvisor.com,js,0,
Rune Coffee Roastery,cafe,https://www.runecoffeeroastery.com,js,0,
Sa Va Anatolian Breakfast House,restaurant,https://www.savaanatolianbreakfasthouse.com,js,0,
Sabirtaşi restoran,restaurant,https://www.sabirtasi.com.tr,js,0,
Saca Marin,restaurant,https://www.sacagrup.com,js,0,
Saca Ocakbaşı,restaurant,https://www.sacagrup.com,js,0,
Saca Ocakbaşı,restaurant,https://www.sacagrup.com,js,0,
Sagra,cafe,https://sagra.com.tr,js,0,
SAH BAR,pub,https://www.sahbar.com,js,0,
Sahan,restaurant,https://www.sahan.com,js,0,
Sahan,restaurant,https://www.sahan.com,js,0,
Sahan,restaurant,https://allzinapp.com,js,0,
Sahan Kebap,restaurant,https://www.sahan.com,js,0,
Sahil,restaurant,https://www.instagram.com,js,0,
Sakhalin İstanbul,restaurant,https://sakhalin.rest,js,0,
Saklı Kadeh,restaurant,https://saklikadeh.com.tr,html,86,400.00
Salacak,cafe,https://www.salacakcafe.com,js,0,
Salt Fried Chicken,fast_food,https://www.saltfriedchicken.com,js,0,
SALT Fried Chicken,restaurant,https://www.saltfriedchicken.com,js,0,
Salt Fried Chicken,fast_food,https://www.saltfriedchicken.com,js,0,
Sampi Pide,fast_food,http://www.sampi.com.tr,html,2,18.20
Samsaland,restaurant,https://www.samsaland.com,js,0,
Samsun Pide Evi,restaurant,https://restaurantguru.com,js,0,
Samua Coffee,cafe,https://samuacoffee.com,js,0,
Sanat Ocakbaşı,restaurant,https://www.sanatocakbasi.com,js,0,
Sandal Balık,restaurant,https://yenikoysandalbalik.com.tr,js,0,
Sans,restaurant,https://sansrestaurant.com,js,0,
Santral Coffee House,cafe,http://www.santralcoffee.com,js,0,
saray muhallebicisi,cafe,http://saraymuhallebicisi.com,js,0,
Saray Muhallebicisi,cafe,http://saraymuhallebicisi.com,js,0,
Saray Muhallebicisi,restaurant,http://saraymuhallebicisi.com,js,0,
Saray Muhallebicisi,restaurant,http://saraymuhallebicisi.com,js,0,
Saray Muhallebicisi,restaurant,http://saraymuhallebicisi.com,js,0,
Saray Muhallebicisi,cafe,https://www.saraymuhallebicisi.com,js,0,
Sbarro,fast_food,https://www.sbarro.com.tr,js,0,
SCHLEPP Cafe & Pub,bar,http://www.schlepp.pub,js,0,
Secret garden,restaurant,http://secretgardenistanbul.com,js,0,
Sefa Restaurant,restaurant,https://sefarestaurant.com,js,0,
Sefa-i Hürrem Kafe,cafe,https://sefaihurremcafe.com,js,0,
Sehzadem,restaurant,https://sehzademdoner.com,js,0,
Selim Kebap,restaurant,https://www.selimkebap.com,js,0,
Selim Kebap,restaurant,https://www.selimkebap.com,js,0,
Selvi,fast_food,https://selvirestaurant.com,js,0,
Semaver,cafe,https://semavercafe.com,js,0,
Sembol Ocakbaşı,restaurant,https://www.sembolocakbasi.com.tr,js,0,
Sembol Ocakbaşı Bosphorus,restaurant,https://www.sembolocakbasi.com.tr,js,0,
SEO KAOS,cafe,https://www.seokaos.com,js,0,
Serez Dondurma,ice_cream,https://www.serezdondurmacisi.com,js,0,
Serpmeköy Trabzon Köy Kahvaltısı,restaurant,https://restaurantguru.com,js,0,
Seven Hills Restaurant,restaurant,https://www.sevenhillsrestaurant.com,js,0,
Sezen Meyhanesi,restaurant,https://www.sezenmeyhane.com,js,0,
Shang Palace,restaurant,https://www.shangri-la.com,js,0,
